Business Name,Industry,Location,Asking Price,Revenue,EBITDA,Years in Operation,Broker or Seller Contact,Listing URL,Source
"Absentee Run Subway doing $390,000 a Year in Middlesex County,NJ",Not Specified,Not Specified,475000,390000,0,Not Disclosed,Not Available,https://www.bizbuysell.com/business-opportunity/absentee-run-subway-doing-390-000-a-year-in-middlesex-county-nj/2460763/,BizBuySell
