Business Name,Industry,Location,Asking Price,Revenue,EBITDA,Years in Operation,Broker or Seller Contact,Listing URL,Source
"Medical Office Dev Site | NE Philadelphia 8000 Old York Rd
0.4 Acres of Commercial Land Online Auction Sale Elkins Park, PA 19027",Real Estate,Not Specified,0,0,0,Not Disclosed,Not Available,https://www.loopnet.com/Listing/8000-Old-York-Rd-Elkins-Park-PA/31405328/,LoopNet
